Invoice No.,Date,Customer Name,Customer Id,Customer Type,Customer Type,Rep,CSR,Qty of Items, Ext. Amount,Freight Amount,Ship Via,Ship Via Description,Ship From,Ship to City,Ship to State,Freight Comment
501184,44041,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,31.46,0,UPSG,UPS Ground,2LA,Brentwood,NY,USE UPS ACCT#T3301T
501185,44041,BAYRIDGE ELECTRIC CORP.,SIX8ELE,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,2,1220.18,58.98,FEDEXG,FedEx Ground,2LA,Brooklyn,NY,
501186,44041,"THE GOING GROUP, LLC",GOINHOW,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,23.64,12.61,FEDEXG,FedEx Ground,2LA,Bowie,MD,
501187,44041,REGENCY ARCHITECTURAL LIGHTING,REGENCY,DIST,LIGHTING DISTRIBUTOR,METR,Verenis Cervantes,1,30,9.4,FEDEXG,FedEx Ground,1PW,New York,NY,
501188,44041,CED - DENVER,CEDDEN,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,PURE,Veronica Garcia,6,899,17.19,FEDEXG,FedEx Ground,2LA,Sheridan,CO,
501189,44041,ROYAL WHOLESALE - SAN CARLOS,ROYAL,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,HEMA,Maria Hernandez,4,222.88,33.96,FEDEXG,FedEx Ground,2LA,Palo Alto,CA,
501190,44041,LOEB ELECTRIC,LOEBCOL,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,DEND,Dee Erdei,1,98,26.61,FEDEXG,FedEx Ground,2LA,CANYON LAKE,CA,
501191,44041,DRAS CASES,DRASLMI,DISW,DISPLAY RETAILER/PRODUCER - WOOD,DEND,Dee Erdei,7,433.5,25.31,FEDEXG,FedEx Ground,2LA,Lake Mills,IA,
501192,44041,AMERICAN LTG & ELECTRIC SUPPLY,AMERBIR,DIST,LIGHTING DISTRIBUTOR,HHPL,Gabriel O'Reilly,1,36,15.38,FEDEXG,FedEx Ground,2LA,Birmingham,AL,
501193,44041,"VIACON, INC.",VIACSTO,DEST,DESIGN STUDIO,HSNY,Verenis Cervantes,8,461.4,15,FEDEXG,FedEx Ground,2LA,Stockbridge,GA,
501194,44041,QED - DENVER,QEDDEN,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,PURE,Veronica Garcia,1,10,0,UPSG,UPS Ground,2LA,Denver,CO,USE UPS ACCT#7F85F2
501195,44041,LIGHTING JUNGLE,CHUINYO,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,NYCS,Edwin Ma,1,274.56,13.86,FEDEXG,FedEx Ground,2LA,New City,NY,
501196,44041,CRESCENT ELECT-SALT LAKE CITY,CRESSLC,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,STSC,Veronica Garcia,6,550,13.37,FEDEXG,FedEx Ground,2LA,Salt Lake City,UT,
501197,44042,ONLY WHOLESALE LIGHTING,ONLYCPO,BULB,LIGHT BULB SPECIALIST - WHOLESALE/RETAIL,AYIN,Edwin Ma,4,1727,0,DELIVERY,Delivery,1PW,College Point,NY,
501198,44042,TWIN BROTHERS ELECTRIC SUPPLY,TWINBR,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,3,2355,0,DELIVERY,Delivery,1PW,Astoria,NY,
501199,44042,QUEENS ELECTRICAL SUPPLY CO.,QUEENS,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,1,3840,0,DELIVERY,Delivery,1PW,Long Island City,NY,
501200,44042,R. BDELAA LIGHTING INC,RBDEFOR,SHWR,LIGHTING SHOWROOM – SHOWROOM WITHOUT AND ONLINE STORE,AYIN,Edwin Ma,4,220,0,DELIVERY,Delivery,1PW,Forest Hills,NY,
501201,44042,BAYRIDGE ELECTRIC CORP.,SIX8ELE,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,2,530.18,0,DELIVERY,Delivery,1PW,Brooklyn,NY,
501203,44042,,ONE,MISC,ACCOUNT WITH NO CLASSIFICATION,CHES,Verenis Cervantes,23,2668.41,220.54,FEDEXG,FedEx Ground,1PW,Punta Gorda,FL,
501205,44042,"CREATIVE LIGHTING, LLC",CREAPBE,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,CSNA,Manny Estevez,3,1266.52,61.62,FEDEXG,FedEx Ground,1PW,Ellenton,FL,
501206,44042,CED/BALDWIN HALL - SYRACUSE,CEDSYRA,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,MOXI,Verenis Cervantes,3,1155.6,108.65,FEDEXG,FedEx Ground,1PW,Syracuse,NY,
501209,44042,CED/BALDWIN HALL - SYRACUSE,CEDSYRA,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,MOXI,Verenis Cervantes,6,1155.6,119.95,FEDEXG,FedEx Ground,1PW,Syracuse,NY,
501210,44042,FSG LIGHTING - DALLAS,FSGLDAL,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,BEMC,Maria Hernandez,4,1799.7,72.44,FEDEXG,FedEx Ground,1PW,Irving,TX,"THIS ORDER IS FREIGHT ALLOWED.  FREIGHT CAN BE   
DEDUCTED IF PAYMENT IS RECEIVED WITHIN TERMS"
501211,44042,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,269.5,0,UPSG,UPS Ground,1PW,Edison,NJ,USE UPS ACCT#T3301T
501217,44042,WAYFAIR LLC,WAYFBOS,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Karine Adrien,1,27.95,0,UPSG,UPS Ground,1PW,Jersey City,NJ,
501218,44042,QED - DENVER,QEDDEN,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,PURE,Veronica Garcia,4,612,0,UPSG,UPS Ground,1PW,Denver,CO,USE UPS ACCT#7F85F2
501219,44042,ELECTRICAL SUPPLY OF MILFORD,ELECMIL,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,SWAN,Verenis Cervantes,3,81.6,11.08,FEDEXG,FedEx Ground,1PW,Milford,NH,
501220,44042,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,107.8,0,UPSG,UPS Ground,1PW,Edison,NJ,USE UPS ACCT#T3301T
501221,44042,GRANITE CITY - QUINCY,GRANQUI,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ESSL,Verenis Cervantes,1,33.95,12.52,FEDEXG,FedEx Ground,1PW,East Providence,RI,
501223,44042,COOPER ELECTRIC - MONROE,COOPMON,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,PBLD,Edwin Ma,2,1550,0,UPSN,UPS Next Day Air,1PW,Monroe Township,NJ,USE UPS ACCT# 066368
501224,44042,LIGHTING JUNGLE,CHUINYO,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,NYCS,Edwin Ma,2,173.4,14.3,FEDEXG,FedEx Ground,1PW,New City,NY,
501225,44042,MAYER ELECTRIC - CHARLOTTE,MAY2CHA,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,EGIA,Gabriel O'Reilly,5,980.02,12.72,FEDEXG,FedEx Ground,1PW,Charlotte,NC,
501226,44042,GRAYBAR - GREENSBORO,GRAYGRE,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,EGIA,Gabriel O'Reilly,6,493.15,0,FEDEXG,FedEx Ground,1PW,High Point,NC,
501227,44042,GRAYBAR - LOUISVILLE,GRAYLOU,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ENLS,Karine Adrien,2,39.95,0,FEDEXG,FedEx Ground,1PW,Louisville,KY,SHIP WITH UPS ACCT# 9769V8
501228,44042,"INCOLIGHT GROUP, LLC",JNPTJCI,DIST,LIGHTING DISTRIBUTOR,NYCS,Edwin Ma,1,956.8,10.07,FEDEXG,FedEx Ground,1PW,Bronx,NY,
501229,44042,LAMPS PLUS - INTERNET ACCOUNTS,LPLUCHA,ONBC,ONLINE/SHOWROOM “BRICK AND CLICK”,JGEC,Maria Hernandez,1,19.95,23.32,FEDEXH,FedEx Home Delivery,1PW,Healdsburg,CA,
501230,44042,IDX LOS ANGELES,IDXONTA,DISP,DISPLAY RETAILER/PRODUCER - PLASTIC,FALV,Dee Erdei,3,1838.21,0,FEDEXG,FedEx Ground,1PW,Ontario,CA,FEDEX ACCT # 324-003-177
501231,44042,LPA LIGHTING PARTNERS AMERICA,LPA2BLO,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,METR,Verenis Cervantes,3,70.65,0,PICKUP,Pick Up,1PW,Hackensack,NJ,
501232,44042,SPECIALTY LIGHTING GROUP,SSLIGHT,DEST,DESIGN STUDIO,IRAC,Dee Erdei,1,113.5,0,FEDEXG,FedEx Ground,1PW,SCARBOROUGH,ON,FEDEX ACCOUNT# 7682-2172-3
501233,44042,D2S INC.,D2STORO,REP,CURRENT REP,SGRO,Karine Adrien,1,11076.8,0,TK-YRC,YRC,1PW,GODERICH,ON,"FREIGHT COLLECT TO UPS ACCT# R40674

CUSTOMS BROKER:
WILLIAM L RUTHERFORD
3350 AIRWAY DRIVE
MISSISSAUGA, ON L4V1T3
905-673-2222"
501234,44042,E.D. SUPPLY,EDSUSAL,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,LENV,Verenis Cervantes,1,449.85,14.71,FEDEXG,FedEx Ground,1PW,Easton,MD,
501235,44042,BELAMI INC DBA 1 STOP LIGHTING,BELASAC,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,2.59,0,FEDEXG,FedEx Ground,1PW,Waxhaw,NC,USE FED/X 124454549
501236,44042,"LIGHTING BY JARED, INC.",LBYJNYO,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,NYCS,Edwin Ma,1,13.19,0,FEDEXH,FedEx Home Delivery,1PW,New York,NY,USE FEDEX ACCT# 876058081    LIGHTHOUSE
501237,44042,KAY ELECTRIC,KAYECON,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,SGRO,Verenis Cervantes,7,220.24,135.18,FEDEXG,FedEx Ground,1PW,Conshohocken,PA,
501238,44042,SCHWINGHAMMER LIGHTING,SCHWNEW,DESI,DESIGNER/INTERIOR DECORATOR,METR,Verenis Cervantes,2,77.9,22.41,FEDEXG,FedEx Ground,1PW,Brooklyn,NY,
501239,44042,"FIREFLY LIGHTING, LLC",FIRENYO,DIST,LIGHTING DISTRIBUTOR,METR,Verenis Cervantes,1,299.9,0,FEDEXPO,FedEx Priority Overnight,1PW,New York,NY,USE FEDEX ACCT # 301128550
501241,44042,"GLOBAL DESIGN SOLUTIONS, INC",GLOBMIA,CABI,CABINET / WOOD MAKER,CHES,Manny Estevez,10,1301.6,163.13,FEDEXG,FedEx Ground,1PW,Miami,FL,
501242,44042,REGENCY LIGHTING,REGENC,DIST,LIGHTING DISTRIBUTOR,FAAS,Maria Hernandez,1,41.76,0,FEDEXSO,FedEx Standard Overnight,1PW,DAVIE,FL,DO NOT CHARGE FREIGHT
501243,44042,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,263.28,0,UPSG,UPS Ground,1PW,Lexington,VA,USE UPS ACCT#T3301T
501244,44042,"AB FIRE EXTINGUISHER CO., INC",ABFIBRO,MISC,ACCOUNT WITH NO CLASSIFICATION,AYIN,Edwin Ma,2,1084.86,0,DELIVERY,Delivery,1PW,Brooklyn,NY,
501245,44042,GRAND ELECTRICAL EQUIP&SUPPLY,GHOME,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,AYIN,Edwin Ma,1,112.5,0,DELIVERY,Delivery,1PW,New York,NY,
501246,44042,LBU LIGHTING - PORT ST. LUCIE,LIGHPOR,ONBC,ONLINE/SHOWROOM “BRICK AND CLICK”,LNUP,Verenis Cervantes,1,159,17.02,FEDEXG,FedEx Ground,2LA,Sedona,AZ,
501247,44042,LIGHTING JUNGLE,CHUINYO,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,NYCS,Edwin Ma,1,62.55,16.22,FEDEXG,FedEx Ground,2LA,Carmel,CA,
501248,44042,DOMINION ELECTRIC-GAITHERSBURG,DOMIGAI,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,LENV,Verenis Cervantes,1,747.5,15,FEDEXG,FedEx Ground,2LA,Gaithersburg,MD,
501249,44042,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,44.96,0,UPSG,UPS Ground,2LA,Yarmouth,ME,USE UPS ACCT#T3301T
501250,44042,KRELL LIGHTING,KRELPRI,SHWR,LIGHTING SHOWROOM – SHOWROOM WITHOUT AND ONLINE STORE,PBLD,Edwin Ma,4,1571.85,26.41,FEDEXG,FedEx Ground,2LA,Park Ridge,NJ,
501251,44042,"LIGHTING BY JARED, INC.",LBYJNYO,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,NYCS,Edwin Ma,2,987,97.43,FEDEXH,FedEx Home Delivery,2LA,New York,NY,USE FEDEX ACCT# 876058081    LIGHTHOUSE
501252,44042,BELAMI INC DBA 1 STOP LIGHTING,BELASAC,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,178.15,0,FEDEXG,FedEx Ground,2LA,Phoenix,AZ,USE FED/X 124454549
501253,44042,REXEL CLS HARTFORD,REXEDIS,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,IRAM,Dee Erdei,6,884.99,56.78,FEDEXG,FedEx Ground,2LA,SUNRISE,FL,
501254,44042,CED - PALM DESERT,CONSPAL,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,FAAS,Maria Hernandez,1,38,0,UPSG,UPS Ground,2LA,Palm Desert,CA,USE UPS# E93805
501255,44042,"STANLY FIXTURE, LLC",STANLE,CABI,CABINET / WOOD MAKER,CHES,Manny Estevez,3,470,39.81,FEDEXG,FedEx Ground,2LA,NORWOOD,NC,
501256,44042,"DAVIS AND ASSOCIATES, INC.",DAVIEPR,REP,CURRENT REP,JSES,Maria Hernandez,5,1.42109E-14,0,FEDEXG,FedEx Ground,2LA,Lakeville,MN,DO NOT CHARGE FREIGHT
501257,44042,"CREATIVE LIGHTING, LLC",CREAPBE,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,CSNA,Manny Estevez,2,157.47,15.83,FEDEXG,FedEx Ground,2LA,Ellenton,FL,
501258,44042,CES - BURBANK,CITYBUR,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,FAAS,Maria Hernandez,5,69.95,9.78,FEDEXG,FedEx Ground,2LA,Burbank,CA,
501259,44042,D2S INC.,D2STORO,REP,CURRENT REP,SGRO,Karine Adrien,#N/A,0,1029.5,TRUCK,TRUCKING,1PW,GODERICH,ON,FREIGHT CHARGE FOR INVOICE 501233
501260,44042,ALL INDUSTRIAL ELECTRIC SUPPLY,ALLIBUR,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,HEMA,Maria Hernandez,3,7134.71,240,TK-R&L,R & L,2LA,San Jose,CA,
501261,44042,,ONE,MISC,ACCOUNT WITH NO CLASSIFICATION,HSNY,Verenis Cervantes,2,1306,0,TRUCK,TRUCKING,2LA,Tampa,FL,"THIS ORDER IS FREIGHT ALLOWED.  FREIGHT CAN BE   
DEDUCTED IF PAYMENT IS RECEIVED WITHIN TERMS"
501263,44043,BAYNES ELECTRIC- W.BRIDGEWATER,BAYNBRO,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ESSL,Verenis Cervantes,6,570,140.45,FEDEXG,FedEx Ground,1PW,Burlington,MA,
501264,44043,ELECTRIC SUPPLY CO - WILSON,ELECWIL,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,QUAL,Gabriel O'Reilly,6,1509.15,17.6,FEDEXG,FedEx Ground,1PW,Kinston,NC,
501265,44043,LUMEN FX,LUMEBIL,REP,CURRENT REP,JSES,Veronica Garcia,3,0,0,FEDEXG,FedEx Ground,0NY,Billings,MT,DO NOT CHARGE FREIGHT
501266,44043,H & H PRESCOTT LIGHTING,HHPRBIR,REP,CURRENT REP,SGRO,Verenis Cervantes,3,0,16.1,FEDEXG,FedEx Ground,1PW,HOOVER,AL,
501267,44043,ROYAL WHOLESALE - SAN CARLOS,ROYAL,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,HEMA,Maria Hernandez,4,82.89,20.06,FEDEXG,FedEx Ground,1PW,Palo Alto,CA,
501268,44043,"STANLY FIXTURE, LLC",STANLE,CABI,CABINET / WOOD MAKER,CHES,Manny Estevez,1,60,15.82,FEDEXG,FedEx Ground,1PW,NORWOOD,NC,
501271,44043,GRAYBAR - LOUISVILLE,GRAYLOU,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ENLS,Karine Adrien,2,0,0,UPSG,UPS Ground,1PW,Louisville,KY,SHIP WITH UPS ACCT # 9769V8
501272,44043,GRAYBAR - UNION CITY,GRAYUNI,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,HEMA,Maria Hernandez,4,50.8,0,UPSG,UPS Ground,1PW,Oakland,CA,USE UPS ACCT#9769V8
501273,44043,IDX - DAYTON,IDXDAYT,DISW,DISPLAY RETAILER/PRODUCER - WOOD,DEND,Dee Erdei,4,5647,0,FEDEXG,FedEx Ground,1PW,Dayton,OH,FEDEX ACCT # 3453-0023-6
501274,44043,BELAMI INC DBA 1 STOP LIGHTING,BELASAC,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,27,0,FEDEXG,FedEx Ground,1PW,Phoenixville,PA,USE FED/X 124454549
501275,44043,HILL ELECTRIC SUPPLY CO. INC.,HILLGLE,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,HOWL,Verenis Cervantes,1,19.9,0,UPSG,UPS Ground,1PW,Glens Falls,NY,SHIP VIA HILL'S UPS ACCT # 128-239
501276,44043,LAKE PLACID JEWELERS,LAKE,RETL,RETAILER - NOT DEPT STORE OR HOME CENTER,HOWL,Verenis Cervantes,1,76,14.2,FEDEXG,FedEx Ground,1PW,Lake Placid,NY,
501277,44043,LIGHTING JUNGLE,CHUINYO,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,NYCS,Edwin Ma,1,35.76,16.4,FEDEXG,FedEx Ground,1PW,China Grove,NC,
501278,44043,LUMEN FX,LUMEBIL,REP,CURRENT REP,JSES,Veronica Garcia,1,1.3,0,FEDEXG,FedEx Ground,1PW,Billings,MT,
501279,44043,BELAMI INC DBA 1 STOP LIGHTING,BELASAC,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,12.6,0,FEDEXG,FedEx Ground,1PW,Tampa,FL,USE FED/X 124454549
501280,44043,CS ILLUMINATION,CSILENC,DESI,DESIGNER/INTERIOR DECORATOR,FALV,Dee Erdei,5,1899.4,0,UPSG,UPS Ground,1PW,VISTA,CA,UPS ACCT # X2041R
501282,44043,CED - NATIONAL ACCOUNTS,CED2NAT,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,BEMC,Maria Hernandez,30,21515.45,202.22,FEDEXG,FedEx Ground,1PW,Tampa,FL,
501283,44043,"GLOBAL DESIGN SOLUTIONS, INC",GLOBMIA,CABI,CABINET / WOOD MAKER,CHES,Manny Estevez,1,468,18.79,FEDEXG,FedEx Ground,1PW,Miami,FL,
501284,44043,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,254.25,0,UPSG,UPS Ground,1PW,New Rochelle,NY,USE UPS ACCT#T3301T
501285,44043,NYCS,NYCS,REP,CURRENT REP,REP,Edwin Ma,2,0,0,PICKUP,Pick Up,1PW,Port Washington,NY,
501286,44043,LIGHTING JUNGLE,CHUINYO,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,NYCS,Edwin Ma,1,31.46,15.82,FEDEXG,FedEx Ground,1PW,UNIVERSITY PARK,MD,
501287,44043,SCHWINGHAMMER LIGHTING,SCHWNEW,DESI,DESIGNER/INTERIOR DECORATOR,METR,Verenis Cervantes,5,75.7,135.55,FEDEXG,FedEx Ground,1PW,New York,NY,
501288,44043,KORDEN INC.,KORDONT,MANF,MANUFACTURER,FALV,Dee Erdei,2,1342.95,0,FEDEXG,FedEx Ground,1PW,Ontario,CA,FED EX ACCT # 1105-8694-9
501289,44043,"BUILD.COM, INC",BUILCHI,ONLN,ONLINE MARKETER – ONLINE ONLY RETAILER,JGEC,Veronica Garcia,1,14.64,0,UPSG,UPS Ground,1PW,Stony Point,NY,USE UPS ACCT#T3301T
501290,44043,CED - NATIONAL ACCOUNTS,CED2NAT,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,BEMC,Maria Hernandez,17,9862.65,108.42,FEDEXG,FedEx Ground,1PW,Fort Worth,TX,
501291,44043,PLATT ELECTRIC - VANCOUVER,PLATVAN,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,SOLU,Veronica Garcia,6,1488,37.09,FEDEXG,FedEx Ground,1PW,Vancouver,WA,"THIS ORDER IS FREIGHT ALLOWED.  FREIGHT CAN BE   
DEDUCTED IF PAYMENT IS RECEIVED WITHIN TERMS"
501297,44043,WOLFERS LIGHTING INC,WOLFALL,SHWR,LIGHTING SHOWROOM – SHOWROOM WITHOUT AND ONLINE STORE,ESSL,Verenis Cervantes,10,876.82,58.92,FEDEXG,FedEx Ground,1PW,Boston,MA,
501298,44043,"STORETECH, INC.",STORDBE,DEST,DESIGN STUDIO,CHES,Manny Estevez,18,19151.85,275,TRUCK,TRUCKING,1PW,Delray Beach,FL,
501300,44043,YALE ELECTRIC SUPPLY,YALEES,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,ESSL,Verenis Cervantes,11,5653.03,52.47,FEDEXG,FedEx Ground,1PW,Virginia Beach,VA,
501301,44043,KENDALL ELECTRIC - KNOXVILLE,KENDKNO,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,FASA,Karine Adrien,1,159.59,28.03,FEDEXG,FedEx Ground,1PW,Knoxville,TN,
501302,44043,LIGHTING INSTYLE,0LIGHTB,ONBC,ONLINE/SHOWROOM “BRICK AND CLICK”,FAAS,Maria Hernandez,2,4948.5,11.61,FEDEXG,FedEx Ground,2LA,Montclair,CA,
501303,44043,KENDALL ELECTRIC - KNOXVILLE,KENDKNO,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,FASA,Karine Adrien,1,159.59,28.03,FEDEXG,FedEx Ground,1PW,Knoxville,TN,
501304,44043,FSG LIGHTING - LOMBARD,FSGLLOM,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,VERT,Gabriel O'Reilly,3,499,24.71,FEDEXG,FedEx Ground,2LA,Lombard,IL,
501306,44043,KENDALL ELECTRIC - KNOXVILLE,KENDKNO,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,FASA,Karine Adrien,1,478.77,28.03,FEDEXG,FedEx Ground,1PW,Knoxville,TN,
501307,44043,KENDALL ELECTRIC - KNOXVILLE,KENDKNO,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,FASA,Karine Adrien,1,797.95,28.03,FEDEXG,FedEx Ground,1PW,Knoxville,TN,
501308,44043,"LUM-TECH LIGHTING, INC.",LUMTECH,MANF,MANUFACTURER,HSNY,Edwin Ma,1,12.72,10.44,FEDEXG,FedEx Ground,1PW,CROFTON,MD,
501309,44043,CED - NATIONAL ACCOUNTS,CED2NAT,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,BEMC,Maria Hernandez,16,2409.25,56.71,FEDEXG,FedEx Ground,1PW,Fort Worth,TX,
501310,44043,FSG LIGHTING - DALLAS,FSGLDAL,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,BEMC,Maria Hernandez,1,183.6,12.79,FEDEXG,FedEx Ground,2LA,Irving,TX,"THIS ORDER IS FREIGHT ALLOWED.  FREIGHT CAN BE   
DEDUCTED IF PAYMENT IS RECEIVED WITHIN TERMS"
501311,44043,FSG LIGHTING - IRVING,FSGLIRV,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,BEMC,Maria Hernandez,3,351.15,17.62,FEDEXG,FedEx Ground,2LA,Irving,TX,
501312,44043,BELL & MCCOY LTG AND CONTROLS,BEMC,REP,CURRENT REP,REP,Maria Hernandez,4,0,0,FEDEXG,FedEx Ground,2LA,Oklahoma City,OK,DO NOT CHARGE FREIGHT
501313,44043,HILL COUNTRY - NEW BRAUNFELS,HILLNBR,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,BEMC,Maria Hernandez,1,28,11.94,FEDEXG,FedEx Ground,2LA,New Braunfels,TX,
501314,44043,KORDEN INC.,KORDONT,MANF,MANUFACTURER,FALV,Dee Erdei,3,604,0,FEDEXG,FedEx Ground,2LA,Ontario,CA,FED EX ACCT # 1105-8694-9
501315,44043,NEDCO SUPPLY,NEDCO,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,RASL,Veronica Garcia,6,2150,13.65,FEDEXG,FedEx Ground,2LA,LAS VEGAS,NV,"THIS ORDER IS FREIGHT ALLOWED.  FREIGHT CAN BE   
DEDUCTED IF PAYMENT IS RECEIVED WITHIN TERMS"
501316,44043,NORTH COAST ELECTRIC - EUGENE,NORTEUG,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,SOLU,Veronica Garcia,5,396.85,211.32,FEDEXG,FedEx Ground,2LA,Eugene,OR,
501317,44043,REXEL CLS HARTFORD,REXEDIS,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,IRAM,Dee Erdei,6,884.99,54.32,FEDEXG,FedEx Ground,2LA,Fort Lauderdale,FL,
501318,44043,"JESCO LIGHTING GROUP, LLC",JESCO,JESC,JESCO HOUSE ACCOUNT,HSNY,Verenis Cervantes,1,0,0,DHLWPE,DHL Worldwide Priority Express,1PW,KANGSEO-GU,SE,USE DHL ACCOUNT# 966613146
501319,44043,REXEL CLS HARTFORD,REXEDIS,ELEC,ELECTRICAL DISTRIBUTOR  WITH OR WITHOUT SHOWROOM,IRAM,Dee Erdei,6,884.99,53.02,FEDEXG,FedEx Ground,2LA,AVENTURA,FL,
